Fullstate,State,Type,Bill Number,Year,Elected,MoreDefined,Description,Last Action,curbing,RichardLastAction,Richard Description,Date Signed,Unsure,Very interesting,Notes,election,judicial,governor,lower,upper,less,more,outside,how_much_less,how_much_more,distance_closest_branch
Alabama,AL,Salary & Budget,HB 775,2008,Elected,Partisan,"Clarifies the amount of compensation a retired justice or judge may receive, without suspension of his or her judicial retirement benefits, when called to limited active service by the Chief Justice.",In House Government Appropriations committee,0,Introduced,,,,,,AL2008,0.704422769,0.5395,0.281,0.269,0,1,1,0,0.164922769,0.164922769
Alabama,AL,Salary & Budget,HB 79,2014,Elected,Partisan,"Provides court costs and docket fees assessed by any authority other than the Constitution of Alabama of 1901 are to revert to General Fund. Provides that a court may not waive, set aside, or otherwise fail to collect any court costs or docket fees previously authorized and now subject to this act.",In House Judiciary Committee.,1,Introduced,,,,,,AL2014,0.78767523800000006,0.838,0.6105,0.749,0,0,0,0,0,0
Alabama,AL,Salary & Budget,HB 843,2008,Elected,Partisan,Allows spouse of deceased judge or justice to continue to receive yearly benefit should they opt to remarry.,In House Government Appropriations committee,0,Introduced,,,,,,AL2008,0.704422769,0.5395,0.281,0.269,0,1,1,0,0.164922769,0.164922769
Alabama,AL,Jurisdiction,HB 92,2017,Elected,Partisan,"ORIGINAL: Increases District Court civil jurisdiction to $20,000.AMENDED: Increases District Court civil jurisdiction to $15,000.",Approved by Senate Judiciary Committee 4/27/17.,1,Introduced,,,,,,AL2017,0.78767523800000006,0.838,0.6105,0.749,0,0,0,0,0,0
Alabama,AL,Other,HB 99,2012,Elected,Partisan,"Makes it a crime to act, without authority, as a judge, magistrate, hearing officer, juror, clerk of court, or any other official with the authority to adjudicate the rights or interests of another, or to sign a document in this capacity as if authorized by state law.",Approved as amended by full Senate 5/8/12. To Governor for approval.,0,Introduced,Protection of judges,,,,,AL2012,0.78767523800000006,0.838,0.6105,0.749,0,0,0,0,0,0
Alabama,AL,Structure Changes,HJR 171,2015,Elected,Partisan,Creates Business Litigation and Complex Litigation Study Committee to study possible creation of business courts/divisions.,Approved by full House by voice vote 5/26/2015.,0,Passed one chamber,,,,,,AL2015,0.78767523800000006,0.838,0.6105,0.749,0,0,0,0,0,0
Alabama,AL,Other,HJR 31,2010,Elected,Partisan,"Declares, in part, as abridgment of the Constitution any ""Judicial Order by the federal courts which assumes a power not delegated to the government of the United States of America by the Constitution and which serves to diminish the liberty of any of the several states or their citizens shall abridge the Constitution.""",Approved by full House 1/19/2010. Died in Senate Rules Committee.,0,Passed Legislature,Conflict with Federal Government,,,,,AL2010,0.704422769,0.187,0.302,0.3,0,1,1,0,0.402422769,0.402422769
Alabama,AL,Structure Changes,HJR 325,2014,Elected,Partisan,Creates committee to study creation of Business Litigation and Complex Litigation Court.,Approved by full House 3/18/14.,0,Passed one chamber,,,,,,AL2014,0.78767523800000006,0.838,0.6105,0.749,0,0,0,0,0,0
Alabama,AL,Other,HR 856,2010,Elected,Partisan,"Requests Supreme Court advisory opinion regarding licensing, regulating, and taxing of electronic bingo.",Died in committee.,0,Introduced,Administration,,,,,AL2010,0.704422769,0.187,0.302,0.3,0,1,1,0,0.402422769,0.402422769
Alabama,AL,Selection,SB 100 (Constitutional Amendment),2009,Elected,Partisan,"Enacts a statewide plan establishing judicial vacancy commissions for the filling of judicial office vacancies (currently, *some* localities have such commissions via constitutional amendments limited to the locality).",Died when legislature adjourned 5/15/09.,1,Introduced,,,,,,AL2009,0.681880496,0.5395,0.281,0.269,0,1,1,0,0.142380496,0.142380496
Alabama,AL,Other,SB 103,2017,Elected,Partisan,Provides Administrative Director of Courts to be appointed by Supreme Court to 12-year term.,Approved by Senate Judiciary Committee 2/23/17.,0,Introduced,Administration,,,,,AL2017,0.78767523800000006,0.838,0.6105,0.749,0,0,0,0,0,0
Alabama,AL,Other,SB 105,2017,Elected,Partisan,Provides Administrative Director of Courts to be appointed by Supreme Court to 12-year term.,In Senate Judiciary Committee.,0,Introduced,Administration,,,,,AL2017,0.78767523800000006,0.838,0.6105,0.749,0,0,0,0,0,0
Alabama,AL,Other,SB 11 (Constitutional Amendment),2017,Elected,Partisan,Abolishes state's judicial disciplinary bodies: the Judicial Inquiry Commission and Court of the Judiciary,In Senate Judiciary Committee.,1,Introduced,Administration,,,,,AL2017,0.78767523800000006,0.838,0.6105,0.749,0,0,0,0,0,0
Alabama,AL,Other,SB 110,2014,Elected,Partisan,Repeals requirement that supreme court rules be published by Secretary of State in Acts of Alabama.,Approved by full House 3/18/14. To Governor for approval.,1,Passed Legislature,Administration,,,,,AL2014,0.78767523800000006,0.838,0.6105,0.749,0,0,0,0,0,0
Alabama,AL,Other,SB 111,2014,Elected,Partisan,Requires all traffic schools meet uniform requirements and be overseen by Administrative Office of Courts.,In Senate Judiciary Committee.,0,Introduced,Administration,,,,,AL2014,0.78767523800000006,0.838,0.6105,0.749,0,0,0,0,0,0
Alabama,AL,Salary & Budget,SB 111 1st Special Session,2008,Elected,Partisan,"Clarifies the amount of compensation a retired justice or judge may receive, without suspension of his or her judicial retirement benefits, when called to limited active service by the Chief Justice.",Approved by Senate Finance and Taxation General Fund Committee,0,Introduced,,,,,,AL2008,0.704422769,0.5395,0.281,0.269,0,1,1,0,0.164922769,0.164922769
Alabama,AL,Salary & Budget,SB 113,2014,Elected,Partisan,"ORIGINAL: Requires circuit and district courts accept credit cards, charge cards, and debit cards for payment. AS AMENDED: Allows circuit and district courts accept credit cards, charge cards, and debit cards for payment.",Approved as amended by full House 3/6/14. Senate concurs with House amendment 3/6/14. To Governor for approval.,0,Passed Legislature,,,,,,AL2014,0.78767523800000006,0.838,0.6105,0.749,0,0,0,0,0,0
Alabama,AL,Other,SB 12 (Constitutional Amendment),2013,Elected,Partisan,"Allows for recall of all elected state officials, including judges","In Senate Constitution, Campaign Finance, Ethics, and Elections Committee.",1,Introduced,,,,,,AL2013,0.78767523800000006,0.838,0.6105,0.749,0,0,0,0,0,0
Alabama,AL,Other,SB 129,2013,Elected,Partisan,Authorizes a judge to determine who may possess or carry a firearm or other weapon in his or her courtroom.,In Senate Business and Labor Committee.,0,Introduced,,,,,,AL2013,0.78767523800000006,0.838,0.6105,0.749,0,0,0,0,0,0
Alabama,AL,Other,SB 13,2012,Elected,Partisan,"Allows for recall of all elected officials, including judges.","In Senate Constitution, Campaign Finance, Ethics, and Elections Committee.",1,Introduced,,,,,,AL2012,0.78767523800000006,0.838,0.6105,0.749,0,0,0,0,0,0
Alabama,AL,Qualification & Terms,SB 138,2012,Elected,Partisan,Allows a former or retired judge with certain qualifications to preside over cases in a circuit or district court.,Approved by full House 4/24/12. To Governor for approval.,0,Passed Legislature,,,,,,AL2012,0.78767523800000006,0.838,0.6105,0.749,0,0,0,0,0,0
Alabama,AL,Other,SB 144,2017,Elected,Partisan,Requires Chief Justice recompile constitution to reflect all amendments.,Approved by full Senate 2/23/17.,1,Passed one chamber,,,,,,AL2017,0.78767523800000006,0.838,0.6105,0.749,0,0,0,0,0,0
Alabama,AL,Salary & Budget,SB 145,2013,Elected,Partisan,Makes counties liable for employer contributions for judicial retirement for probate judges.,In Senate Finance and Taxation General Fund Committee.,0,Introduced,,,,,,AL2013,0.78767523800000006,0.838,0.6105,0.749,0,0,0,0,0,0
Alabama,AL,Other,SB 146,2011,Elected,Partisan,Creates crime of threatening harm or violence against a judicial system officer or employee or his or her immediate family. Allows the death penalty to be imposed upon a person who commits murder of a judicial system officer or employee or his or her immediate family under certain conditions. Includes threatening harm or violence against a judicial system officer or employee as an aggravating circumstance relating to a capital offense.,Approved by House Judiciary Committee 4/27/11.,0,Introduced,,,,,,AL2011,0.758027863,0.187,0.302,0.3,0,1,1,0,0.456027863,0.456027863
Alabama,AL,Other,SB 147,2010,Elected,Partisan,"Continues until 2012 Board of Court Reporting. Grants power to name a board member to Chief Justice based on list of names submitted by Administrative Office of Courts (currently, states Judicial Conference submits names).    ",Approved as amended by full House 2/23/10. Approved by full Senate 2/25/10. Not forwarded to Governor.,0,Passed Legislature,,,,,,AL2010,0.704422769,0.187,0.302,0.3,0,1,1,0,0.402422769,0.402422769
Alabama,AL,Qualification & Terms,SB 15 (Constitutional Amendment),2015,Elected,Partisan,Increases mandatory retirement age for judges from 70 to 75.,In Senate Finance Committee.,0,Introduced,,,,,,AL2015,0.78767523800000006,0.838,0.6105,0.749,0,0,0,0,0,0
Alabama,AL,Salary & Budget,SB 16 (Second Special Session),2015,Elected,Partisan,Alters contributions by counties for the employer's share of Probate Judges retirement plan.,Approved by Senate Finance Committee 9/9/15.,0,Introduced,,,,,,AL2015,0.78767523800000006,0.838,0.6105,0.749,0,0,0,0,0,0
Alabama,AL,Structure Changes,SB 162,2013,Elected,Partisan,Authorizes Chief Justice to create veterans courts.,Approved by Senate Veterans and Military Affairs Committee 2/7/13.,0,Introduced,,,,,,AL2013,0.78767523800000006,0.838,0.6105,0.749,0,0,0,0,0,0
Alabama,AL,Other,SB 17 (Constitutional Amendment),2012,Elected,Partisan,"ORIGINAL: Permits recall of all elected officials, including judges. AS AMENDED: Same, but procedures for recall must be approved by 2/3rds majority of House and Senate.","Approved as amended by Senate Constitution, Campaign Finance, Ethics, and Elections Committee 3/22/12.",1,Introduced,,,,,,AL2012,0.78767523800000006,0.838,0.6105,0.749,0,0,0,0,0,0
Alabama,AL,Structure Changes,SB 17 (Second Special Session),2015,Elected,Partisan,Creates Judicial Resources Allocation Commission,Approved by Senate Finance Committee 9/9/15.,0,Introduced,,,,,,AL2015,0.78767523800000006,0.838,0.6105,0.749,0,0,0,0,0,0
Alabama,AL,Selection,SB 173,2010,Elected,Partisan,"Provides for a limitation on contributions for candidates for election to various courts: $5,000 for Supreme Court, Court of Appeals, Court of Criminal Appeals and $2,000 for Circuit and District Courts. Provides for increasing the allowed contribution amount based on the application of the consumer price index.",Died in committee.,1,Introduced,,,,,,AL2010,0.704422769,0.187,0.302,0.3,0,1,1,0,0.402422769,0.402422769
Alabama,AL,Structure Changes,SB 176,2016,Elected,Partisan,Permits Chief Justice to reallocate judgeships based on recommendations of by Judicial System Study Commission,In Senate Finance and Taxation General Fund Committee.,0,Introduced,,,,,,AL2016,0.78767523800000006,0.838,0.6105,0.749,0,0,0,0,0,0
Alabama,AL,Other,SB 19,2012,Elected,Partisan,Allows for recall of judges and other state elected officials.,"Prefiled in Senate Constitution, Campaign Finance, Ethics, and Elections Committee.",1,Introduced,,,,,,AL2012,0.78767523800000006,0.838,0.6105,0.749,0,0,0,0,0,0
Alabama,AL,Salary & Budget,SB 201,2014,Elected,Partisan,"Would allow circuit and district courts to retain five percent of each docket fee collected as an administrative collection fee, with certain exceptions.",In Senate Finance and Taxation General Fund Committee.,0,Introduced,,,,,,AL2014,0.78767523800000006,0.838,0.6105,0.749,0,0,0,0,0,0
Alabama,AL,Other,SB 225,2012,Elected,Partisan,Allows a judge or other public servant to request to remove a false instrument that has been filed against the public servant to be removed to circuit court and be expedited.,In Senate Judiciary Committee.,0,Introduced,,,,,,AL2012,0.78767523800000006,0.838,0.6105,0.749,0,0,0,0,0,0
Alabama,AL,Structure Changes,SB 230,2015,Elected,Partisan,"Creates Judicial Resources Allocation Commission. Requires Commission review districts/circuits most in need of judgeships annually. Permits Commission to reallocate judgeship made vacant due to death, resignation, etc.",Approved by full Senate 5/19/2015.,1,Introduced,,,,,,AL2015,0.78767523800000006,0.838,0.6105,0.749,0,0,0,0,0,0
Alabama,AL,Other,SB 237,2016,Elected,Partisan,Create Innocence Inquiry Commission within Administrative Office of Courts.,In Senate Judiciary Committee.,0,Introduced,,,,,,AL2016,0.78767523800000006,0.838,0.6105,0.749,0,0,0,0,0,0
Alabama,AL,Salary & Budget,SB 238,2017,Elected,Partisan,Allows clerks to use proceeds from Circuit Clerk's Judicial Administration Fund for merit and promotion raises.,Signed into law by Governor 5/4/17.,0,Enacted,,2017-05-04T00:00:00Z,,,,AL2017,0.78767523800000006,0.838,0.6105,0.749,0,0,0,0,0,0
Alabama,AL,Other,SB 243,2013,Elected,Partisan,Repeals provision that prohibits use of audio recording as record in certain district court proceedings.,In Senate Judiciary Committee.,1,Introduced,,,,,,AL2013,0.78767523800000006,0.838,0.6105,0.749,0,0,0,0,0,0
Alabama,AL,Other,SB 253 (Constitutional Amendment),2014,Elected,Partisan,"Allows for impeachment of district court judges by Circuit Court, removes reference to impeachment of chancery court judges.","Approved by House Constitution, Campaigns and Elections Committee 4/1/14.",1,Introduced,,,,,,AL2014,0.78767523800000006,0.838,0.6105,0.749,0,0,0,0,0,0
Alabama,AL,Salary & Budget,SB 256,2017,Elected,Partisan,Requires all court costs be transferred to state comptroller.,Approved by Senate Fiscal Responsibility and Economic Developmenmt Committee 4/20/17.,1,Introduced,,,,,,AL2017,0.78767523800000006,0.838,0.6105,0.749,0,0,0,0,0,0
Alabama,AL,Qualification & Terms,SB 256,2012,Elected,Partisan,Increases mandatory retirement age for judges from 70 to 75.,Approved by Senate Judiciary Committee 3/1/12.,0,Introduced,,,,,,AL2012,0.78767523800000006,0.838,0.6105,0.749,0,0,0,0,0,0
